product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
"KENT PRIDE PLUS 11067, 8 LTR RO+ UF+ TDS CONT.+ UV, WATER PURIFIER(WHITE) 8 L RO + UV + UF + TDS Water...","₹14,799","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 YEAR WARARNTY + 3 YEAR FREE SERVICE']",none,none,none
HAVELLS UV Plus 7 L UV + UF Water Purifier,"₹9,690","['Electrical & Storage', 'UV + UF', '7 L Capacity', 'both domestic and international warranty for 1 yr.']",3.5,71,10
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"18,523","4,294"
Blue Star Majesto 8 L RO Water Purifier,"₹11,299","['Electrical & Storage', 'RO', '8 L Capacity', '1 year Domestic Warranty, Consumables and Plastics not covered warranty however RO Membrane gets clogged within the first year and/or if the filters get clogged within the first six months, they shall be cleaned/repaired/replaced at no extra charge']",4.1,401,76
KENT Ace Star (11081) 8 L RO + UV + UF + TDS Water Purifier,"₹14,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,370,57
Grand plus RO UV UF TDS AUDI 12 L RO + UV + UF + TDS Water Purifier,"₹5,219","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",none,none,none
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Aquagrand 15 Ltr Filter+ ro + uv + uf + tds Water Purifier + Filter + 15 L RO + UV + UF + TDS Water Pu...,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Pureit by HUL ULTIMA MINERAL 10 L RO + UV + MF Water Purifier,"₹15,999","['Electrical & Storage', 'RO + UV + MF', '10 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables & Germkill Kit. Technician Visit, if applicable, will be charged to the customer.']",4.2,"1,193",198
EUREKA FORBES Amaze 7 L RO + UV + UF + TDS Water Purifier,"₹11,499","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase']",3.6,130,28
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
LIVPURE Envy Plus 8 L RO + UV + UF Water Purifier,"₹16,699","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', 'I Year Manufacturer Warranty']",4.2,34,5
Grand plus EPIC 12 L RO + UV + UF + TDS Water Purifier,"₹5,219","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) â?¢ All service will chargeable""]",3.7,73,15
LIVPURE PEP STAR 7 L RO + UV + UF + TDS Water Purifier,"₹14,690","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', 'Onsite service, during warranty period sediment filter and activated carbon filter will be replaced and two preventive maintenance will be provided free']",4,190,24
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
aquadeal pure 15 L RO + UV + UF + TDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '12 months replacement of electrical part .installation charges Rs400 & service Rs 250 customer care 720 620 3608']",3.9,773,123
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.8,10,1
HAVELLS Max 7 L RO + UV Water Purifier,"₹14,299","['Electrical & Storage', 'RO + UV', '7 L Capacity', 'comprehensive']",4.3,389,61
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
HAVELLS Max 8 L RO + UV Water Purifier,"₹14,499","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 year']",4.3,190,25
KENT GOLD+(11015) 20 L UF Water Purifier,"₹2,899","['Non - Electrical & Storage', 'UF', '20 L Capacity', '1 year domestic manufacturer warranty']",3.8,67,8
LIVPURE PEP STAR ( RO+UV+UF+TASTE ENHANSER 7 L RO + UV + UF + TDS Water Purifier,"₹14,450","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', 'I YEAR FULL WARRANTY EXCEPT ADAPTOR']",none,none,none
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
LG WW151NPR 8 L RO + UV + Minerals Water Purifier,"₹20,790","['Electrical & Storage', 'RO + UV + Minerals', '8 L Capacity', '1 Year Company Domestic Warranty']",4.1,22,1
Pureit Mineral RO+MF 6 L RO + MF Water Purifier,"₹8,799","['Electrical & Storage', 'RO + MF', '6 L Capacity', '1 YEAR PUREIT INDIA WARENTY']",4.2,658,99
Grand plus Blue Swift 12 L RO + UV + UF + TDS Water Purifier 12 L RO + UV + UF + TDS Water Purifier,"₹4,904","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days , and every visit will be chargeable after the installation (RS300/-)""]",3.4,19,4
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"18,523","4,294"
nexus pure DRFT 3 COPPER+ALKALINE 14 L RO + UV + UF + TDS Water Purifier,"₹6,149","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '6 MONTH OFFSITE']",4.1,125,48
Aqua Ultra S2 14 L RO + UV + UF + TDS Water Purifier,"₹4,825","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.5,84,12
nexus pure SWIFT 1516 16 L RO + UV + UF + TDS Water Purifier,"₹5,849","['Electrical & Storage', 'RO + UV + UF + TDS', '16 L Capacity', 'APPLICABLE ONLY SMPS POWER SUPPLY']",4.1,90,28
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Protek Marvel 13 L RO + UV + UF Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', 'For Demo & installation, call on 1800-200-1577 and register the address where installation is to be done. Installation is across India and will cost Rs.350.,1 Year Manufacturer Warranty']",3.5,32,5
Grand plus Aqua Swift Bl Ro Uv Uf Tds Controller With 14 Stage 10 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Months']",4,4,0
KONVIO AquaNeer RO+UV+TDS Water Purifier with High TDS 3000 Membrane Japanese UV 9 L RO + UV + TDS Wat...,"₹7,999","['Electrical & Storage', 'RO + UV + TDS', '9 L Capacity', '1 Year warranty on electrical parts. Warranty will be null and void in case RO input water is not municipal corporation (TDS > 3000) water. Warranty will be null and void in case customer will install RO by third party.']",3.9,7,0
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
KENT Gold 20 Litre Water Purifier 20 L Gravity Based + UF Water Purifier,"₹2,825","['Non - Electrical & Storage', 'Gravity Based + UF', '20 L Capacity', '1 year domestic manufacturer warranty']",3.9,115,12
Pureit by HUL Classic G2 Mineral 6 L RO + MF Water Purifier,"₹9,099","['Electrical & Storage', 'RO + MF', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables & Germkill Kit. Technician Visit, if applicable, will be charged to the customer.']",4.2,465,79
Grand plus AQUA NEW NYC 12 L RO + UV + UF + TDS Water Purifier,"₹5,849","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 year domestic warranty']",3.8,203,37
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
Hindware Calisto Arcas 7 L RO + UF Water Purifier,"₹8,325","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation (6 Months for All Filters and 1 Year for R.O Membrane)']",4.1,125,25
Aquaguard Apex 8 L UV + UF Water Purifier with Active Copper technology,"₹10,499","['Electrical & Storage', 'UV + UF', '8 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase']",3.9,42,6
KENT Alkaline Water Filter Pitcher 3.5 L UF Water Purifier,"₹1,750","['Non - Electrical & Storage', 'UF', '3.5 L Capacity', '1 year domestic manufacturer warranty']",3.8,360,41
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Aqua Ultra C06 13 L RO + UV + UF Water Purifier,"₹4,799","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",none,none,none
Grand plus CANDY 17 L RO + UV + UF + TDS Water Purifier,"₹5,850","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', 'TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 6 month ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR']",3.5,222,34
Pureit by HUL Marvella with Fruit and Veg Purifier 8 L RO + MF Water Purifier,"₹10,999","['Electrical & Storage', 'RO + MF', '8 L Capacity', '1 Year Warranty']",4.2,"11,270","1,921"
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Royal Aquafresh Green Nyc 15 L RO + UV + UF + TDS Water Purifier,"₹5,004","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
HAVELLS Pro Alkaline RO UV 7 L RO + UV Water Purifier,"₹15,000","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 year warranty on all Electrical Parts excluding Membranes. The Company representatives are entitled to retain the damaged or defective parts replaced under warranty on free charge basis.']",none,none,none
Royal Aquafresh copper swift 10 ltrs 10 L RO + UV + UF + TDS Water Purifier,"₹4,959","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Months']",3.3,28,6
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"18,523","4,294"
HAVELLS Fab Alkaline 7 L RO + UV Water Purifier,"₹15,500","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty from the Date of Purchase']",4.7,15,4
Aqua Fresh Wave x COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '1 YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS']",3.8,266,31
Grand plus AQUA SWIFT BL RO UV UF TDS CONTROLLER WITH 14 STAGE 10 L RO + UV + UF + TDS Water Purifier,"₹4,959","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) â?¢ All service will chargeable""]",3.9,152,31
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
Ninki Fresh Aquafresh N2 15 L RO + UV + UF + Minerals Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + Minerals', '15 L Capacity', ""Water Purifier Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer (installation charge is RS. 500-700/-). If any problem occurs during warranty period Then buyer will make courier at seller or service center ( courier charges by customer) address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) and every visit will be chargeable after the installation (RS300/-) All service will chargeable.""]",none,none,none
KENT Prime Plus (11065) 9 L RO + UV + UF + TDS Water Purifier,"₹18,239","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty + 3 Years free service']",4.5,94,11
CUCKOO CP-KN501HW King Top Hot & Cold 2.3 L Nano-Positive Water Purifier,"₹21,490","['Electrical & Storage', 'Nano-Positive', '2.3 L Capacity', '1 Year Warranty + 2 Years Extended Warranty.']",4,8,3
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
Protek Marvel 13 L RO + UV + UF Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', 'For Demo & installation, call on 1800-200-1577 and register the address where installation is to be done. Installation is across India and will cost Rs.350.,1 Year Manufacturer Warranty']",3.5,32,5
Zero B Zero-B suraksha water purifier Gravity Based Water Purifier,₹499,"['Non - Electrical & Non - Storage', 'Gravity Based', '6 months on product']",3.8,477,69
nexus pure JAZZ WHITE COPPER +ALKALINE 10 L RO + UV + UF + TDS Water Purifier,"₹6,149","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 MONTHS WARRANTY ONLY ON SMPS POWER SUPPLY ONLY']",4.1,344,141
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
Aqua Ultra AUANXT00321 14 L RO + UV + MTDS Water Purifier,"₹4,550","['Electrical & Storage', 'RO + UV + MTDS', '14 L Capacity', '12 Month']",3.3,7,1
HAVELLS MAX ALKLINE 8 L RO + UV + TDS Water Purifier,"₹15,900","['Electrical & Storage', 'RO + UV + TDS', '8 L Capacity', 'compresive']",4.3,134,15
Royal Aquafresh Green Nyc 15 L RO + UV + UF + TDS Water Purifier,"₹5,004","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
EUREKA FORBES COPPER GENEUS DX TG+ 8 L RO + UV + UF Water Purifier,"₹24,999","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', '1 Year Manufacturer Warranty']",4,59,16
Aqua Fresh Audi red model 12 L RO + UV + UF + TDS Water Purifier,"₹5,578","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Replacement:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.6,308,64
LIVPURE Zinger Copper 6.5 L RO + UV + UF + Minerals Water Purifier 70% Water Recovery,"₹15,490","['Electrical & Storage', 'RO + UV + UF + Minerals', '6.5 L Capacity', '1 Year Manufacturer Warranty']",4.2,275,71
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"40,925","5,142"
Aqua Fresh Audi model 12 L RO + UV + UF + TDS Water Purifier,"₹5,309","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 9953991931 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.6,350,63
Tata Swach Cristella Advance+ 18 L Gravity Based Water Purifier,"₹2,300","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', '6 Months Brand Warranty']",3.9,"1,408",168
Eureka Forbes Aquasure from Aquaguard Splash 6 L RO + UV + MTDS Water Purifier,"₹12,990","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Warranty']",4.3,379,91
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"19,851","4,290"
Aqua NYC MODEL w COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,150","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Blue Star Majesto 8 L RO + UV Water Purifier,"₹12,529","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 year Domestic Warranty, Consumables and Plastics not covered warranty however RO Membrane gets clogged within the first year and/or if the filters get clogged within the first six months, they shall be cleaned/repaired/replaced at no extra charge']",3.9,263,50
Blue Star MA1GR12001 1 L UV Water Purifier,"₹8,259","['Electrical & Non - Storage', 'UV', '1 L Capacity', '1 year Warranty']",none,none,none
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Aqua Fresh NYC blue mineral 15 L RO + UV + UF + TDS Water Purifier,"₹5,389","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 500-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargeable(250-300). SUNDAY CLOSED']",3.9,"1,791",306
NASAKA Xtra Sure Direct 20 L Gravity Based Water Purifier,"₹2,190","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', '1 Year Domestic Warranty']",4.3,10,1
"Aquaultra 14L Platinum RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV ...","₹4,880","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.6,318,71
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
LIVPURE Glitz+ 7 L RO + UF Water Purifier,"₹9,200","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year manufacture warranty']",4.1,121,21
NASAKA Xtra Sure 6 stage Water Purifier with Tourmaline Balls 20L 20 L Gravity Based + UF Water Purifi...,"₹1,849","['Non - Electrical & Storage', 'Gravity Based + UF', '20 L Capacity', '1 Year']",3.4,20,0
Grand plus Aquacrux 12 L RO + UV + UF + TDS Water Purifier,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3.8,38,7
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
Aqua NYC Model RO_UV_UF_TDS_Mineral Cartage Filter 15 L RO + UV + UF + TDS Water Purifier,"₹5,159","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.8,892,168
"Aquagrand Red Candy Alkaline + ro + uv + uf + TDS Controller, Alkaline Filter + 15 L RO + UV + UF + TD...","₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Aqua NYC Model 12 L ALKALINE VITAMIN B12 + COPPER FILTER + RO + UF + TDS+ALKALINE VITAMIN B12+COPPER F...,"₹5,499","['Electrical & Storage', 'RO + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",4.1,8,1
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Rk Aquafresh India Az-14Stage Transparent 12 L RO + UV + UF Water Purifier,"₹5,399","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', 'One Year Warranty On all Electronic items Except Uv Lamp After Installation Every Visit @350rs Call-1800 313 3660']",3.8,276,89
Aqua Fresh DT GOLD+ ALKALINE MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier (White) 15 ...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",3.8,48,8
Rk Aquafresh India AZ K300 2000Tds 12 L RO + UV + UF Water Purifier,"₹5,487","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', '3Month Warranty On All Electronic Items Except Uv Lamp For Every Visit Customer Need To Pay 350Rs to Exective For Any Details Please Call 1800 313 3660(10am-6pm Monday To Saturday).Installation Charges Are Extra@400Rs In Major Cities']",3.7,6,0
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Blair ALTIS ALKALINE 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",none,none,none
Earth Ro System Black Audi 12 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Replacement:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.6,136,24
KENT Grand Plus 9 L RO + UF + UV + UV_LED + TDS Control Water Purifier,"₹16,399","['Electrical & Storage', 'RO + UF + UV + UV_LED + TDS Control', '9 L Capacity', '1 Year Warranty + 3 Years free service']",4,14,0
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"18,523","4,294"
